,Game Index,Delta,Target Lives,CNN Lives,CNN Errors,GA Lives,GA Errors,Target State,CNN Start,GA Start
38,50038,2,141,382,68,385,49,1000010000000010001000000100000001110010000000000000000000000001000100000000000000000000011110000000000000000000000110000000000000011100001010000000000000000011100101011000000000000001110010000010000010000000000001000000000110000000000000110001101100000100000000011000000100000001000000011100000011001100000000000110000000000000010000000001001110000000100011000000000110000000001011010000000110001000000001110000001110000000000000000000000111000010000000000000000000000001100000001111110000110000110000000111001111100100000001010100011011101100000000100000010011111110000000110011000011000000000000011110101100000001001000001,1001101010011010101011111011101110010100100011111001011011100111000110111111111100111110010100011100111111101111110101111111111111001001101010111111111111010010011101010011111011100110011010100010111001111111000001001010011011011111111110111110100100010000111110010111110101000101011111101011111001010101011111110100110110010100011100111101010101111111100001111110110100101110110110000111100100100101110110101011100101111011111111011011000101110100111111111100111100001101101111100001100110110110010110110111001000100101100111010100011011100101111110010001010010001101111111010011010100111011001111100110000101011101010011110,1001101010011010101011111011101110010100100011111001011111100111000110111111111100111111010010011100111111101111110111111111111111001001101010111111111111010010011001010011111011100110011010100010011001111111010001001010011011011111111110111110100100010000111110010111110101000101011111101011111001010101011111110100110110011100011100111101010101111111100001111110110100101110110110000111100100100101110010101011110101111111111111011011000101110100111111111100111100001101101111100001100110110110010110110111001000100101100111010100011011100101111110010001010010001101111111010011010100110011001111100110000101011101010011110
39,50039,3,164,375,141,384,98,0011011100010010000000000001110010011010000000000000000010110001100000000000000000010000110000000000000001000000001000010000000001000000000010011111000000000111000011000001010000001100000010001101011100000110010100001101100111110001001100000000110011111000100000000000001111101000100000000000000111000110000000000000000110000010000100011000001010000000000001110000001001000000000000100001000100000110011000011011000010000000101100000000100001000010100010000101000000000000100011000010101000001000100010100000110010000010010000011100000000100000110001101100110000001000001100000100010010000000000110011011000010110010000011000,0101011100101110111100111101010010101100111111111111100100101101001111111111111101100111010111001111111001111111110110101100111001010011111000101001011110110100111011000101010111110101001110011101010010111010010001100010100101001101011010111111010010101010011100111111110110101010101111111111110100110010100111111111110010111100110011000111110010110011111001001100110010111101001111001001011010111001010011101011001101011001010101110100011110101101011101110101011111101011011010111001001001101000001100011110001010011001011110100011111110101111010110101100001111101011110111010001111011011001110101100101000010010100011001011,0101011100100110111100111101110010101100111111111111100100101101001111111111111101100111010111001111111001111111110110101100111101010011111001101001011110110100111011000101010111110101001110011101011010111010010001100010100101001101011010111111010000101010011100111111110110101010101111111111111100110010100111111111110000111100111111000111110010110011111001001100111010111101001111001001011000111001010011101011011101011001010101111100011110101101011101110101011111101011011010111000011001101000001100011111001010111001011110100011111110101111010110101100001111101011110111010001111011011101110101100101000010010100011001011
40,50040,5,31,136,27,135,15,0000000100000000000000000000000000000000000000000000000000000010000000000000000000000010100000000000000000000001100000000000000000000000000000000000000000000000000000110000010000000000000000010100010100000000000000001000001010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000011111100000000000000000011000010000000000000000000100010000000000000000000001010000000000000000,0000010000000000000010000000001100000000000000000000000000000000000000000000000000000001000000000000000000000001100000001000000000000000000000000000000000000000000000010000000000000000000000011000001100000000000000000000001100000000110000000000000000000000111100000000100000000000111111000000000000000000001111110000000000000000000111111100000000000000000001111111111100000000000000000000111111111000000000000000001111111110000000000000000111111111100000000000000001111111110000000000001000111111111000000000000000001111111000000100001000000111111100000010001100000001111110000000001100000000111111000000000000000000001111000,0000010000000000000010000000000110000000000000000000000000000000000000000000000000000001000000000000000000000001100000000000000000000000000000000000000000000000000000010000000000000000000000011000001100000000000000000000001100000000110000000000000000000000111100000000010000000000111111000000000000000000001111110000000000000000000111111101000000000000000001111011111100000000000000010000111111111000000000000000001111111110000000000000000111111111100000000000000001111111110000000000001000111111111000000000000000001111111000000100001000000111111100000010001100000001111110000000001100000000011111000000000000000000001111000
41,50041,1,35,547,1,552,1,0011000000000000000000000001101100000000000000000000010010000000000000000000000111000000000000000000000000000001000000000000000000100000100000000000000000010000010000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001101000000001100000000000000100000001010000000000010100000000111000000000000010000000,1000110111111111101111111101101101111111111111111111010000111111111111111111100110011100111111111111111100111101011111111111111110101110101111111111111111010011010111111111111111010101100111111111111111100110111111111111111111111110111111111111111111111110101111111111111111111111000111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100111111111111111111111100101111111100111111111101101011111001001111111110000101111101010111111111110100111110100111111111101010111111,1000110111111111101111111101101101111111111111111111010000111111111111111111100110011110111111111111111100111101011111111111111110101110101111111111111111010011010111111111111111010101110111111111111111100110111111111111111111111110111111111111111111111110101111111111111111111111010111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100111111111111111111111100101111111100111111111101101011111101001111111110000101111101010111111111110101111110100111111111101010111111
42,50042,1,173,352,18,351,17,1001010000001000000001001011011000000000000110000000101000110110000000000000001000001000000100000000000000000100001000000000000000010010000100100000101000001010000000011000001101001100000000000000000110010000000010000000000010001000000010000000000000111000000000111010000000011100000000000000100000000000000000000110100001000000000000001101000001111111000000000000111001101111110000010111101010000001101000010100001100001000011100010010000011110100110001100101000111011100111000000111001100000110010000000101010000000111000010000010110010101010110010100001001101001110001010100001000001110000001000001111000000011000001101011,0001010111101011100001001011000010011001111110011010101010100110110010111111001011101000100111111111110101110101101000111100111111010011110110101111101001100010011001100011100001001101111101110011110011100101110010111111111100101011111010010101111110100011111110111010011111010011111111100010101111110011111111110110101001011011111111101101001100000011011110100000001101101000010111010111101011001101000011000100101100101111011100110010110000110100100101100101100101000100000011000101001101110001110111111100011001110101011000111010100110100010110010101101001001001010101010101001011001001100101001001010011111000111101101110,0001010111101011100001001011000010011001111110011010101010100110110010111111001011101000100111111111110101110101101000111100111111010011110110101111101001100010011001100011100001001101111101110011110011100101110010111111111100101011111010010101111110100011111110111010011111010011111111100010101111110011111111110110101001011011111111101101001100000011011110100000001101101000010111010111101011001101000011000100101100101111011100110010110000110100100101100101100101000100000011000101001101110001110111111100011001110101011000111010100110100010110010101101001001001010100010101001011001001100101001001010011111000111101101110
43,50043,5,15,222,3,15,0,0000000000000000000000000000000001000000000000000000000001010000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001010000000000000000000001010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1000000000000001111111111100000000000000111111111100000000100000011111111110000000110000000111111100000000000000000111110000000000000000000011110000000000000000000001110000000000000000000001111000000000000000000001111100000001000000000001111100000000100000000001111110000000100000000000111111000000010000000000011111110000000000000000000111111100000000000000000011111110000000000000000000111111100000000000010000011111111100000000011000000111111111000000000000000011111111111100000000000001111111111110000000000000111111111111100000000000111111111111110000000000011111111111111000000000000111111111111100000000000011111111111,0000000000000000000000000000000001000000000000000000000001010000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001010000000000000000000001010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
44,50044,4,89,464,68,461,47,0000000010000000000001100000000001011000000000000000000000011100000000000000000000000010000001000000000000000000000000110000000000000000000000001100000000000000000010000100100000000000000010100001001000000000000000111000001000000000000001111100000000000000000001100110000000010000000000111110000000010100000000000100000000010110000000000000000000011010000000000000000100000100000000000000000011000001000000000000011100110000000000000000000110011100000000000000000001110110000000000000000000000001000000000000000000000000100000000000000011100010010000000000000001010000110100000000000001110000000101000000000000000000000010010,1111111010011101111110011111111111001100100110011111111111100100110111111111111111100110011110011111111111111110001111001111111111111111011001100110010011111111111000110010011101111111111011101111001111111111110011001011100111111111110011001011100111001111110001100110011111101111111011010011001111100111111101110011001111110011011111111111111111101011101111111110111001111001011111111100011001111111001111111110001100110011011111111111001010010011101111111111111110011001111111111111100111011100011111111111111100111100111111111111111110011110011111111111111001001111001100111111110011001111001100111111110011111111111110011,1111111010111101111110011111111111001100100110011111111111100100110111111111111111100100001010111110111111111110001111001111111111111111011001100110010011111011111100010010011101111111111011101111001111111111110011001011100111111111100011001011100111001111110001100110011111101111111011110011001111100111111101110011001111110011011111111111111111101011101111111110111001111001011111111100011001111111001111111110001100010011011111111111001010010011101111111111111110011001111111111111100111011110011111111111111100111100111101111111111110011110011111111111111001001111001100111111110011001111001100111111110111111111111110011
45,50045,4,148,383,163,393,117,0000010010000000110000000011001110000000111010110100000101110001001001101000000000110000111000110001010000100000010100100010010110110100000000001110001101100000001100000010110000000001111010100000000000010111100100001000000000000000011100010100001000001010000100000000000110000110000000000000000000000001000000000000000000010000110000100000000000101000000000101000000000010010000000000000000000100001100000001000100000111110111100000011011000100100101001000110000000000000010101000100001000000000110010000000000110000011000000000001000000110000111000000000000010110000001100000000001000010000000000000000000010000000011100000,1001101001111111100100001100111001100110010011110100111001100011001111001011111111000111100111001001100111000111100111100110010010100111100111110011001001010011100011110011000101101001001001001111110111101001100111100111100111100100110011110011110011100111110011110011111001101100111001110111011001111110011111111001111111100111001111001111111111000011101111100111111110001001111101010010011110001100110011110011001100100110010011110011100111000111001001111001010011100111001100111001101111100110011100111001111100110111001111111100110110011110100110011100111101001111100110011111110011001111001111111001111001111111100110111,1001101001111111100110001100111001100110000011100100111001100011001111001011111110000111100111001001100111010111100111100110010011110111101111110011001001010011110011110011100101101001001001001111110111101001100111100111100111100101110010111011110011100111110011110001111001111100111001110111011101110110011111111001111111100011001111001111111111000011101111100111111110001001111101010010011110001100110011111011001110100110010011110111100111000111001001111001010011100111001100111001101111100110011100111001111110110111001111111100110110111110100110011100111101001111100110011111110011001111001111111001111001111111100111111
46,50046,5,122,70,107,65,86,0000001111110000000001001001001001111100000000011000010000101110000000000011010000011000000000000000000000000000000000000000000111000000000000000110000100000000000000001100000010010000000000001101000010000000000000000111110000000000000000000000001110000100000000000000001010000010000000000000000011000000000000000000011111001000000000000001111110100111001010001000111000010000000000000110100100010000000100000011001110000000000001100000001010000000000000100000001110000000000000000000000011000000000000101000000000010110000000001000000000010101000000000100000001001011000000000000000011100110000000000000000100010000000000110,0000001000000000000000110000000100000000000000010000100000100110000000000000100000010000000000000000100000000000000000000000000001000000000000000110000001100000000000000011000110000000000000000100000010000000000000000110000000000000000000000000000100000010000000001000000110000011000000000000010000000000000000000000011000000100000010000000000001100010000000000000010001100010000010000100011000000000000011000010001000000000000001000000000000000000000000000000001000000000000000000000000100000000000000010010000000000001000000011001000000001100100000000000000000001100000000000000000001000000000000000000000001100000000000010,0000001000000000000000110000000100000000000000010000100000110010000000000000100000010000000000000000000000000000000000000000000000000000000000000110000001100000000000000000000110000000000000000100000010000000000000000110000000000000000000000000000100000010000000001000000110000011000000000000010000000000000000000000001000000100000010000000000001100010000000000000010000100010000010000100011000000100000011100010001000000000000001000000000000000000000000000000010000000000000000000000000100000000000000010010000000000001000000011000000000001100100000000000000000001100000000000000000001000000000000000000000001100000000000010
47,50047,3,134,381,127,387,98,0001011000000000000010001000000101000010000000000000000000000001000000110010000011010000000100001000000011000000000110000100000010000000000010000010000000000000000000111000000000000000000000000110010000000000000000000000000000000000000000000001111101000000011100101111110010100001000010111000100000000001011000110000001000000000000010000110001101000000010000000000100100000000001000011001100000011100000000001100000010000110110011000101000010000100010001111100110100000011001001101100000000000100001000000100000000110011100100010100000001000000000100000000000000000111000000000000000000000011100110000001000000001110000011000,1100100111100101111100100011001100110100111110110001111100101100111110101110110010101111110001001011111010100111110011010001111010011111111010011101111101011111111110110110011111011111111111100101110111111111111110011000000000111111001110111111111110011111010011001100000000111110010100011001101110101010010101010011001010111101010111110110011001011111001010011100110011111001101010100110100111100011111001101101101100101100001100111001011000111001100110100110101101110011001110101000101010111010011011001001111110101100110010101011111001010011100111011011111101010110111011111101111111101000101010110101001111110101001001011,1100100111100101111100100011001100110100111110110001111100101100111110101110110010101111110001001011111010100111110011010101111010011111111010011101111101011111111110110111011111011111111111100101110111111111111110010000000000111111101110111111111110011111010011001100000000111110010100011001111110101010010101010011001010111101010111110110011001011111001010011100110011111001101010100110100111100011111111101101101100101100001100111001011000111001100110100110101101110011001110101001101010111010011011001001111110101100110010100011111001010011100111011011111101010111101011111101111111101000101010110101011111110101001001011
48,50048,2,6,106,0,6,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000101000000000000000000000010100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0001111111111000000000000001111111111100000000000000111110011111000000000000001110101111100000000000001110101011110000000000000111010101101100000000000001110101111110000000000000111001111110000000000000001111111111000000000000000001111111000000000000000000011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000011111100000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000101000000000000000000000010100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
49,50049,2,156,365,61,367,53,1000000000100000000000000110000100100001110000100010100001110000100110010110010000000000011001000101000000000000000010000000010010000000000000000010000001000000000000010000101011000000001100000100010001110000001111000001001000011000000101110000000100000000010100011100001100000000001000001000010000000000000111000110000100000110100000100000000111010010110000000001110000010000001000001001010100011000001000000101101101100001000100000111010001111001000010000000000111100111000101000000000101000001000010100000000111000000000011110000011110000000001001010000001000000000000100010000010001100000000000010000010011110000000000001,0011100100011110011100111100110100111110011011001010101110101110100101101010010110100011101001011101010011111111110110001001010010111111111110010010000010111111110001100100101111011111100011110001010110101111100110011111010111010011110100100111000011110101100101101101111010111101101001101001000011010011011001110010101110111010010110011100111000101010110011101011001110010100100111101001010011110010001111100101001101010101110011010110010001011001000101111100110111000011011101001111111000011110011010101111010010011111011100101110100110111111010111000111111000110111101011011100010001011111111010000111110011100111111111101,0011100100011110011100111100110100111110011011000010101110101110100101101010010111100011101001010101010011111111110110001001010010111111111110110010000010111111110001100100101111011111100011110001010110101111100110011111010111010011110100100111000011110101100101101101111010111101101001101001000011010011011001110010101110111010010110011100111000111010110011101011001110010100100111101001010011110010001111100101001101010101110011010110010001011001000101111100111111000011011101001111111000011110011010101111010010011111011100101110100110111111010111000111111000110111101011011100010001011111111010000111110011100111111111101
50,50050,5,11,300,14,293,6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000110000000000000000000000101000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111100000000011111111111111100000000000111111111111100000000000011111111111000000000000000111111111000000000000000011111111100000000011100000111111100000000000000000011111110000000000000000001111110000000010001000001111110000000011000000000111110000000000000000000111111000000000000000000111111000000001000000000111111000000000000000000111111100000010000000000111111100000001000000000111111110000001000000000111111111000000000000000111111111110000000000000111111111111100000000000111111111111111000000000111111111111111110000011111111111111111111110111111111111111111111111111111111111111111111111111111111000000111111111111,1111100000000011111111111111100000000000111111111111100000000000011111111111000000000000000111111111000000000000000011111111100000000011100000111111100000000000000000011111110000000000000000001111110000000010000000000111110000000011000000000111110000000000000000000111110000000000000000000011111000000000000000000111111000000000000000000111111100000010000000000111111100000001000000000111111110000001000000000111111111000000000000000111111111110000000000000111111111111100000000000111111111111111000000000111111111111111110000011111111111111111111110111111111111111111111111111111111100111111111111111111111000000111111111111
51,50051,3,153,371,134,374,90,0001101000100000000010000000110000001101000000100011000001001010000000100011000100100101001000000001101000100100010100101000101110000001001011100010000000110100110111000000000000000100001010011000000000000000000010000000000000001000000001100000000000000110000010101000000000010111000110000010000000010010000011100001000001001001100000110000000011100010110000000010110111000010000100010001000101000000000000100100000111000000000000001001000100000000000000001110000010000000110000000101000010100000111001110100000000110000011001111100000000000000000011000111100000000000000000100000010000001110101000000000000100011000000100000,1110011011000110110010011001010011101100111101101101010100110010101111001101010101100101010111001110101010011101010100101011001001010110101001011010110011010101010101010101011111110100110101010011011110111100111000110011111111010011110011101111111110110100111010000111111110001101011010010101011111011001011101011010111000110011011110101010111010101010010111101010001010101100100000100110010101011111111101001001111101011100111111101010110111001110101111110010010100111110101010101100111100101111010100000011111110101111101001111111111111100111011011000000011111111110011110011111110010001100100111100011000100111001001101111,1110011011000110110010011001010011101100111101101101010100110010111111001101010101100101010111001110100010011101010100101011001001010110101001011010110011010101010101010101011111100100110101010011011111111100111000110011111111010011110011101111111110110100111010000111111110001101011010010101011111011001011101011010111000110011111110101011101010001010010111101010001010111100100001100110010101011111111001001001111101011101111111101010110111001110101111110000011100111110101110101100111100101111010100000011101110100111101001111111111111101111111011000100011111111100011110011111110010001100100111100011000100111001001101111
52,50052,4,54,506,37,510,29,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000111001110000000000000000010010110100000000001110000110110110000000001010000000100000000000010100010000000000000000010111010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000010110000000000000000000001001000000000000000000000111000100000000000000001000000101000000000000000100000001000000000000000010000000000000000000000000000000000000000000000000,1110111111111111111111111100111111111111111111111111111111001111111111111111111111100111111111111111111110110011111110001111111111010011001110011111111111111001101111111111111111111111101100110011111111110111101100111001111111111110010110011100101111111110011111001100110111111101001111001101100111111001100100111100011111111100100110011100011111111110011110011111111111111110111101111111111111111111110011011111111111111111110110010110111111111111111010011111111111111111111111001101111111111111110111100111001111111111111110100111100111111111111110011110110011111111111111001111110011111111111111101111111110011111111111100,1110110111111111111111111110111111111111111111111111111111000111111111111111111111100111111111111111111111110011111110001111111111110011001110011111111111111001101111111111111111111111101100110011111111110111101100111001111111111110010110011100101111111110011111001100110111111111001111001111100111111001100100111100011111111100100110011110011111111110011110011111111111111110111101111111111111111111110011011111111111111111110110010111111111111111111010011111111111111111111111001101111111111111110111100111001111111111111110100110100111111111111110011110110011111111111111001111110011111111111111101111111110011111111111100
53,50053,5,156,86,152,84,123,0011111010000001100000000000110000000110000000010001000110100010100100010000000001000001110000000000000000000110000000000110000000001011000000000000010011000100000001000000000010100000000001110000000011100001100000000100000000000000001110101111000000000001100000001101000000000001110100000000101000000011101101100000100000000001110100100000010011000000011010000000000001011101101100000000001110011101010000110001100000001100000011100001001000000000000000100000000010000000000000000000000001100000000000000000100000000000000000000000111000111000010011011111011100101100110101100101100000001000000000000011101000000001001110010,0000000100000000010000010001000110010000011000000001100110000001000000000000000000000001100000001000000000000100000000000000000000000110000000000000100001000000000000000000010001100000000100010000000000000001100000011000000001000000110001001000000001000000000000000000000000000000000000000000011000000000011001100000001000000010011000100000000000000000000000000000001000010001100000000000001100011000100001000000100000000000000001100000110000000000000000000000010000100000000000000000000000110000000000000000000000000000000000000000001000010000000001000110001100011000001101100111000000001000001100000000000000000000000000000,0001000100000000000000010001000110010000011000000001000110000001000000000000000000000001100000001000000000000100000000000000000000000110000000000000100101000000000000000000000001100000000000010000000000000001000000011000000001000000100001001000000001000000000000000000000000000000000000000000011000000000111001100000001000000000011000100000000000000000100000000000001000010001100000000100001100011000000001000000100000000000000001100000110000000000000000000000010000100000000000000000000010110000000000000000000000000000000000000000001000010000000001001110001100001000001101100111000000001000001000000000000000000100000000000
54,50054,5,28,202,13,205,5,0000000000000000000000000110000000000000000000000000100000000000000000000000000000000000000000110001000100000000000000011001100000000000000000000000110100000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000101000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1100000011111100000000000100000001111110000000000000000000011110000000000000001000001111000000010000001100000111100000011000100000000001111000000000110000000000111100000000000000010000011111000000000010011000000111110000000000000000000011111100000000000000000001111111000000000010000000111111100000000011000000111111110000000000000000011111111000000000000000001111111100000000000000001111111100000000000000000111111110000000010000000111111111000000010000000111111111100000011000000011111111111000000000000001111111111000000000000001111111111100000000000000011111111100000000000000001111111110000000000000000111111110000000000,1100000011111100000000000101000001111110000000000000000000011110000000000000001000001111000000010000001100000111110000011000100000000001111000000000110000000000111100000000000000010000011111000000000010011000000111110000000000000000000011111100000000000000000001111111000000000010000000111111100000000011000000111111110000000000000000011111111000000000000000001111111101000000000000001111111100000000000000000111111110000000010000000111111111000000010000000111111111100000011000000011111111111000000000000001111111111000000000000001111111111100000000000000011111111100000000000000001111111110000000000000000111111110000000000
55,50055,3,4,616,0,4,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100111111111111111111111101001111111111111111111111010111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
56,50056,4,133,403,134,408,88,1101000000000000100011000010000001000000100011000110110000010000110111111110000000010000000110100010001000010000000001011000001100100000000000011000000100100001000000000100000001100000110000001100000000000000011100001001100000000000000000001000110000000000001110000100011000000000001010000000001000000000000111000000111100000100000000000000000100001110000000000000000000001000000000000000011000010000000000000000000010011000100001000000000010100000011000111000000001100000000100010010000000011100001100000000100110011000011010000000100011011100000000000000000011000100000000000010010000110011000000000000000000001101000000000,0100111100111110011100111110011100111110010110010011001110011110000010011001111111001111110010011100111001001111101111001100111001011110011111100111111100110110011111100111111110011101001111111111111110011101100101110000111111111110111100110011100111111111010011011001001011111111011001111001100110010100111100111111010011110111011100111111110011110011001101100111001111001001101110011111100111001100111100111111110011100111101110011110110011010011100111001101011110001111110011001001111111100110011011101100111001110011001001111110011100110011100101110010011110010001111011111000011110011000111111110011110011110011111100111,0100111100111110010100111110011100111110010010010011000110011110000110011001111111001111010010011100111001001111101111001100101001011110011111100111111100111100111111100111111110011101001111111111111110011101100101110001111111111110111100110011100111111111010011011001001011111111111001111001100110010100111100111111010011110111011100111111110011110011011101100111001111001001101110011111100011001100111100111111110011100111101110011110110011110011100111001101011110001111010011001001111111100110011011111100111001110011001001111111011100110011100111110010011110010001111011111001011110011101111111110011110011110011111100111
57,50057,5,48,62,28,60,21,0000000000000000000110000000000000000000000100100000000000000000000111111000000000000000000001001000000001110000000000011100000001000100000000000111000000100010000000000001010000010001000000000000101000000111000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000010000000000000000000000000000000001110000000000000000000001000000000000000000000000011,0000000000000000000010000000000000000000000011000000000000000000000011000100001100000000000000000010000100000000000000000000000000001000000000011000000000001100000000000000110000001100000000000000110000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000001111000000000000100000001111110000000000110000000011111000000000000000000001111100000000000000000000011110000000100000000000000110000001110000000000000000000000000000100000000000000000000000000000100000000000000000000000110000000000000000000000010,0000000000000000000010000000000000000000001011000000000000000000000011000000000100000000000000000010000110000000000000000000000000001000000000011000000000001100000000000000110000001100000000000000110000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000001111000000000000100000001111110000000000110000000011111000000000000000000001111100000000000000000000011110000000000000000000000010000001110000000000000000000000000000100000000000000000000000000000100000000000000000000000110000000000000000000000010
58,50058,3,46,535,17,531,8,0010010000100100000000000000111000001100000000000000001000000000000000000000100000000000000000000000101000000000000000000000010010000000000000000000000111000000000000000000000011100000000000000000000000001000000000000000000000100010000000000000000000010001000000000000000000001000100000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000001100000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000110000000010000000000000110000000010100000000000,1010100111001011111111111110100101101011111111111100100110111011111111111110101111111111111111111111101011111111111111111111010010111111111111111111100110111111111111111111111100111111111111111111111111100011111111111111111111001100111111111111101111101001011111111111110111001001011111111111111111101101011111111111111111111111011111111111111111111111110011111111111111111111001111111111111111111111010011111110001111111111110101111110101011111111111101111111101011111111111111111111111111111111111111110011111111111111111110010101111111111111111111010011111111111111111111111010111111100111111111111010111111100101111111111,1010100111001011111111111110100101101011111111111100100110111011111111111110101111111111111111111111101011111111111111111111010000111111111111111111100110111111111111111111111100111111100111111111111111100011111111111111111110001110111111111111101111101001011111111111110111001001011111111111111111101101011111111111111111111111011111111111111111111111110011111111111111111111001111111111111111111111010011111110001111111111110101111110101011111111111101111111101011111111111111111111111111111111111111110011111111111111111110010111111111111111111111010011111111111111111111111010111111100111111111111010001111100101111111111
