,Game Index,Delta,Target Lives,CNN Lives,CNN Errors,GA Lives,GA Errors,Target State,CNN Start,GA Start
293,50293,5,117,64,103,65,76,339928351873083470034025016933063393690291263011286213346066794557631271371065954880104069901775269699899868051346450239461646034434164371727695703436795979025668099340553818771669680128,271942676635753024008327683753397893294129161537599069781940750078429490903069252928661921636538094975730012417478581947982649687312524944185011141088291880542601317153182947946442792960,271942676639710310431897356312095528950706296691863720420091001726302933495861575011608825085908067842962464178515743705401222071326563457685656860100047663099627839779580416263526031360
294,50294,5,141,77,136,79,101,7348825536093781438571572705468917025316479513842649553240016869362977183138501053027545950156984883911480861381024199680098472337623285735270964330240448144193822505259919462993609952640,7346700781477718731938549386212527860029366189843538356020333221657703242734517715973931229016986568797850346148701021337464128202811313655222161253219302691966222004229317211342208238592,6802832075022257912401982918240760113782028102681510314615031574314249792523110211073019612950175513516725256246732694653630179963829613500259300248057167375560080547697288097730400420864
295,50295,1,88,466,5,468,5,181338704124010589044881744256513458147444748849861347010884208432839933265884401817979778891934564395488775644413829723871493924117849084731605550155289980726919531781675366477824,128509898790566341126914239396408546049669663827462844212838078720055011141386084792061632962855366282074461297306827589296654386769771697251246875411383155726342472918894616610599819239423,128509898790566341126914239396408546049669663827653380623379826292771173081681077852715233923711382587668892264080837094839852971982192724049555711541743686190295513867103111224329426132991
296,50296,5,38,106,44,111,29,93035379584363329872024042531078239264304170507296501938115337981822867680317922043815115559526042245520872120491802534012879141685166080,2167043269530615583457974852254471378834676526921134164175837914921958796821220057533522725896116341938865585353951110042347455481228326692704676288637894701735990528935153137765490749440,2158545061645547324974791140235797289757228019961018630689819582151413979636355063719581193562504781983658982024769016659466600456925410342047556811951587723047490051379630208618751717376
297,50297,4,4,614,0,4,0,84808661636857447865370760785692753167809602703511999603015767765509210112,139234637988958594318883410818490335842688858253435056475195084164406590796163250320615014993816264843867333375893089722999713901921507374909482939297285082807574978280341890591162196033535,84808661636857447865370760785692753167809602703511999603015767765509210112
298,50298,5,169,91,149,93,123,14980216085795563942506365642250937171808812405961923481287659071299080640944143935099350752574572143851092012159138210530292794136027718078948534721751212245996290931065275352930863417858,6539370967566220141521376639771642148528417592165328519391560795298538159882680702457155611445569494922218665004534437247122532873061969707755612603565761519424905293470494588310783788544,7083256272210589650579513163715852205635417548981266246050207286110511012104904674646588598358555141842877219238940198693351104260855045803226461505223378556375230663611904876175864628736
299,50299,3,160,369,108,370,81,72931895409198289972537623850991040889782612546536626439528427173649773413069402450924708870342651142558528845259400853214065072923943593797661600057875910389699136669104449845075163200,118504502488991303718863473127916195540971854325313960693256567566931176527849784383733254094795570880352163735681229424922930418017685224607252279647914894978454513658961048237680931584913,118503456811067946191719860419013797601187979128324911882962324243538044915893389092704962724093651085666722409407065775875001759261981318233315462175841517235660142766972927198637542029969
300,50300,1,131,386,20,386,12,34842665815738502503127048050740503619295254432871915881971419584394432066089309294008967762154473904331465008635415136789717476864021723692817007535487845701652504069316391089385198584321,52141395114498031465477644268674455066609058612452091749268339595176954829120946372805240415574110784685522401791253788029763757680800518031377805140212005309731402650875599871781738484473,52141395114466373174089086888314710743918543772127594936583384479667954757941656754892794437882650000339633144867275109608703659304651403082616824973225309051776809920376279364018696721145
301,50301,2,11,152,4,149,2,745984947248351408300109088702312766259683726684792276834754185468142558521210796244992,37019139256309309416811151925320478969521415326790118894750424476931104330051506414703937751374822643909307976446499383934976,131698492176398702296536382392541735749906740769413280554459435364655223841537205560158959679415968435635026374593543715954051107030163579835661964487692562948927383815672765218816
302,50302,1,35,555,1,551,1,1488565751720121984113865653314945199844064034022621352542023123017536391888106732042378492638726700999711953717817753063709209821114793984,139234637988958594318883410818490335842688833279443676812670584173747681172129042609418121660443574256237721484443499748112971046046632943605710337862707958604305319837190872132356229038077,139234637988958594318883410818490335842688833279443676812670584173747681172129042609418121660443313515632750670224457387064854439953936430536238901539931281447915756788442261708640830357501
303,50303,1,43,544,0,537,0,4376577515423251318514872257094065487840183269869838789930750351289663277756883677306934234891280579853774392376445816065155115024507436039146848163771066237736264933446368733970674224640,128291070086326705714452770428839304030652789992914605846934845086224598842927106690645922871344106856621712452527185157976630752981282343502192192666321630150557298245269322913015976685311,128291070086326705714452770428839304030652789992890788795617126639635078600390232558064222751237104818406867230542628136784173563856374161547164339152432515977201556969730573129880292552447
304,50304,3,59,507,24,506,20,14097833130906949131203782302930230110205693509287460061618280542258166260974272618617377568830879123815746162124630301243940369829794130148030440880186299026630510096630677504,139234424288893749906450949507899111904587445403630717299820700591956861672101985790128031838339073658824405795310874057624516446898999352267399326947002717490417193132421309691923215106031,139234432587924887668436866532714839286909747428523181784688955201575697421271265356567715495281814878819243577556062175097558820275107328107713306233252290647643147062810114891930815905774
305,50305,4,4,614,0,608,0,11593612914568354455003537872645319423180188750312043681558903176492585403457807469178849740248092426666208677208432468186499981445523796029190942136255208136535526518816768,139234633450425929261684447877169185533963084859107619987185643859050560758222419596926341490489614237113525747642071164967181783450649733115408003569263188677092226352792963617149989945343,69617314455946508437042005915656987358084755276510271764556672166430980818636994178302292948594517663537035388220383720635272928920368826814588538723056097114826325158699642243476787036159
306,50306,1,29,566,0,566,0,16834353555846099742993224289563740869796652014679900948360859510908814162229412042272399708396435469218508439552,139234637988958594318883410818490335842688858253435056475194997518478084653363701181766335755515426561151920071065876918598353378028356905559805700824978769925009849302270342384959421939711,139234637988958594318883410818490335842688858253435056475194997518478084653363701181766335755515426561151920071065876918598353378028356905559805700824978769925009849302270342384959421939711
307,50307,1,75,491,5,497,2,4682813408422090224908871039111242012197540830732281395520343712754965472616122053127522611743472610999685602652468705744555682719315378663592960,139190022397560996560987592991002935237835765854851847179869721322978046363684331205357718828276364528031990057830934134636653352535583886385634520550581706566200391373805712924153823075839,139190022397561985882593485409139177247926237784643034857355995681464319021118532270072986554353865348654306934137991470618919499251601114905884993873535899913068683324402290164532925931007
308,50308,1,167,355,17,356,16,121935938570242822573531391959037809420926864898878911967353567503143935442772549800452737053011554758814122233423892128744145247886286175636244191589795563200393450228951191370831686009344,130457375468092812718294687534079199496579173928873891875446598230298273186616498501910664532430869345596473886902016436704805306405464223514422911049893993505877843494772003447944465321679,130457375468092812718294687646552044360159083499137726709022984052768662397954052987751142912103480769230534767860014076617590794890229999170410736075667755304297744003086852650423040315087
309,50309,2,110,446,41,443,28,51605017493564379590211861378930619917079777217732410517692397446572007029438241496410540725155014325470093020339127605838981270896717030851688945901950318601475981312,139226139781073526037655075266402672182844123975863880923418520426301545402474269613121173251483033450820440796775279343578902085292782942809392470115056281122235182272319835061969917837311,139226139781073526037655075266399239784014058671006389973018286562269380481111708227779222798211535471712905156669024742803836282290641080044710856142671966112997684255714654071501451427839
310,50310,4,85,457,85,470,59,1634577376139837310397521521743081887734934923415503884687473819062197404815953955809681467132724700343826829736835647937957639536103803313206052250662256935701066961399319215997783638816,85363700411708263390879036688462805789425565717852921515636991295199088195624296567664456235722713637467605439028439254293218881708119531613987689949002304948263427394522169419522029452957,85363700411708263390879036688476535385155000763269903050986802793819710217215849942329479091800293398747767292395959262100836218684848933022242324876173665801923056611371856836188763389597
311,50311,2,94,465,16,461,10,4963011693620687859365619228465280317342668564409117817778776553006913618054804835316585033015028724155703663282421478323648378027845723464723816367961787021299321349547175879812315316241,55034323148540718928741726358850815226031384602065173033948308986596187891289314583323065494442105869629323013133781915411332648314523670200865440176408261665905489899935887592373266251729,55034323148540718921193801509180273330907553209273853322779890242122227801828560619339785355415423938351510739611516661104378013870664346180044325446569491110026614172967116403009377886161
312,50312,5,14,295,0,287,0,93248109606749762810369369812227143104525521093099090627042787453708509581374232985600,34808398077757077764354154691188747899872563248915886925519823784091890944503344832740919685142410836420177618423008004448246176198006963465243604400690586422605669716874995429805578518400,34808398077756954099153418138921717648612053425320869359490371457323178484471077047144892569603620487984679555143159675384997144672707888002453148516489781994138619750469517077375937937280
313,50313,3,151,388,126,391,100,2122457292945989180491118608946212979787800858845501865580299215664815688610036460766363792519832646258110310760129252601254744526495752966120630427189947829134403175071755986349330646020,42070351444446969615297040278740063076051263035019510771964668394426663162235717969036042436770295713765646130542976549522599505569601780385664948346415291361510255276476306037743892113914,42070351444446969615297040278740063076051263035022487903379381846407729128593388160917408165153676587403366858770847826412659889250969224058466798203386524326688313245723255799598836165114
314,50314,1,24,567,0,568,0,2122853983464515516177523991623158533830289409096965447023752562437634178117927286402632080680818519053067231319840738446172106155227067349526195227975751818028546785280,139234637988788430990758345907844301052423652473304651076841157758250944410599200745552747389041078994026067596800060535315721222584097109205570384457765807993111325286214354530055942569983,139234637988788430990758345907844301052423652473304651076841157758250944410599200745552747389041078994026067596800060535315721222584097109953859222771188102113397959636951260593893404573695
315,50315,4,148,396,136,392,109,83860718224514809791034634478489911211407225042929992488815157235628375532350075548372368321592871289051113512079185619327619095730743612547189166751000575687552316146946816197202362777713,21646860028399822517395050716313625481349431264705465317537739189182319610797407341290260323142626280107382618249072866592265174107131141628569436074856066802091068572329936801268351795150,21646860287744545602530866497873703343607678773371963741934932303745445690417697307518894454277847195014073716043992251443216414942799371695040333500213374394122262032257897308952054628302
316,50316,5,56,69,77,559,35,17405033610257091280760962759292329396987181070761818892717676691995427973862027826422485119026754677371858688827482534103586933892145937423725323146778250297154793639042275529627709472880,104425980566573687563637903069270909503474161441316894334757379480092305319255627004942619462998956875082830229286837168188972624642461060032728485652293164698024341152153781463035058061312,87020944881461854458394224334214442912075865833023480751001064319550889263029498375270516900303473445036745107144461151876893563256642201648613974094467505849962032288256473204935517798279
317,50317,2,42,409,10,405,7,2719426555639937927173449105981744194024191855111542682244565445192923056087631574342084757970524491323307540914724786281151795855245087724320274849002292982245661261714070038611197820928,133481384365597386241155500085446870973879234534326964263419042725248671891271330606225723361775262994816680048467334605263221789379602489152621936426885158688570238707475582597686645422087,133481384365597386241155442499350287413157598373339865676131984782390041956987920795680740287165579318912366746125085337674481386359729287234392572935940773644081591831075649029452771555335
318,50318,2,55,505,11,501,5,15840659672014501135408461605402913114961220842056832547338487998418376844509170211824048950292131074768426203471988487959830712743986859904703253904290265951910353512214974192678511861888,126011027819829401905239037646338619433021904723413239421344447519001894220292404656787531405213322829554168721907216254229524358416015693285421458295338425938737592410080163469598737582687,126011027819829154574837564541804558930500885076223204289995346307161980157236349336243749254676755782422772851378493456438507945636061530821140135497692705519006824785343894496935148804703
319,50319,2,4,88,0,90,0,116056882141768914592333824,33860047437797544898428502664523908623697065311308443665903507672776616689764890645072596991914608659380566738104488721360132330536341341510605861003919060178506671873888426393281265632,33860047469455836286985883024268231314211905635805256350858623181776687869655735458708675989715107995219676496772990663890198165973316065901870015879764968031548997367286150822352682976
320,50320,3,91,456,64,454,42,18111598111263957057957029273694195750866562483409992831780068337195703568723400385517889683809261384840859084184320297713087406049859561812531578259304320384852130597414374570029224204,86961054793309410784947530174666973309868055663767937891514503657452471966387128607630442175128744065042948016749700565371301223212572661171356598907429465393920056435859939077391443283556,86961054791283280136079857789575843293335299053573328548526204889812819400184349976297348439243239424769044953926432352387892702850565825612519932239448255196674642598824724535660888706148
321,50321,5,123,84,128,488,105,204782751752087862202556922104928082391969281143636359276217401190600914876329592972227013596793368285883241151225573466706314951242739760848575534484195321633228034418254118633514991888,135971338571529079460365914344611030460632476607025299147920540950150582827722762405393260307087038226918393828040301540818259109996794616328582288387565703665471401806406673601677754564,139140879647416605200616777683702584453169217097910786678226681162148238643663911195486058091580635792662743351987944403331108692392702634847194508495430846534855883372748042929813237792411
322,50322,1,128,390,13,392,10,47887404610345747743182763437676826023060355939100275736480983788293808618196153874286528725307798584887208102524799003491603226745801181094135054986188222338984537237166438498686348888064,48495021316105721178573585354364097831475834897513852216328521250795768966703585886855457841157341333433176600539168659958418888976532061433009213339505488768323897111418250863728170755055,48495021834795167288697705168415080792870978774069631246633133750252935178035487926919571191773892305337539921703408573737277801719376479103837249580579512913332711465859226682904948892655
323,50323,1,151,384,22,382,20,51014145180935071946493923523871314695131391256277928574516344536602060438470523472136365185583968065387654670680065759828992095779365668676332751724177383414964105785416510706712322066,139157577334526812124829449141041591255036935614006410179837171493522791752255621859535753035346673358802023707758042662829488929787560040786270850331916177053761059714494478892073618476754,139157577334526812124770480978153754671408161323678468478416594599453784870562243636094415123500004268508559779207105589238222645621762965355976817672717942677972415067261121248445610299090
324,50324,4,130,430,115,427,79,36153694366784656685145809679919256892760115017521140313203296082916445190706271650122457454853758403608244590218384732390835047365158665029748694490018640826841652680243666992205137528,86694597410241175143323231205129665061470871268353468230613356982496618436702750650111381856406649043073618358175083947383099600356945104467530585180184435665086658167451158874029400325287,86694597410241175144266721811321320797664217478187704980658728849174119697928222113353966331114471731748893916463728674082002499966707829930427636061432200741389798376444856449248308034723
325,50325,1,107,413,15,413,10,104428114454858842647712996761460417158433378691504467771420849745729628812430242144514840575202467513375881416888992867019972658072221577259502687241874563622976039138032203506356794169344,86990786072470990643786258404442821494602965549067069833609237782834551274346484387118011294595554073256282664388463069211688529716623893746152888794787489301483302131982092533342536604473,86990786072470990643786258404456551089923226768497777918061079270725012652526048314579978350267268973316806222456669163124039558300064505999032155834213990105841278942701643904322360974105
326,50326,3,135,381,110,378,89,26111275772706165769871134679526687870404356246158170897563168145854206944777804491434902703993713803138825691471093282671088896920074953936336219713139635035363259840747242394775234021437,117451141006277288596721691104781229383049276989209559115001609516044868827399026136133339353768298060411470396194864679927696592705686631839656774455022052964812354576830801096827412671090,117451141002225521959789292627802077083705416722816182994772940562047477765128908832455132407099787011271142738299019310865946872920471431777209634973727701550694459566033709221842953694770
327,50327,4,110,419,110,421,84,35046610650202508305262078251495753493446385918615029472303942340781928548660777374269283416499858626743094358953468370629606893511222452512275126124922654053531703006502037286797025792000,113025964861920987775020368573452405318040875901333717545099819595196961971168788627879847866565068409312586801155978222481843518583383691192214247293943596961836769927657012772225863864281,113025964861917030488596798900907437277602268089802355272909789997982765496711408907402712658027914774395548768182165113688525397275364390099306796119585268617656301896209390988344512434137
328,50328,4,115,436,96,436,78,25610810863299019069683281813544925805959007621086651635600455389128334644111278448750691434334638332203542203100131805585093352368552250626034936049255430445327528644869972105074049040,60874685962109548326136075013596802342000315253787150993786535383579824865991206653845431746724599355814839511051042282191450949819131154184705776318199009389097745210328139846194451972018,60874685962109548326136075013596748710768595482636607055519552269330667187347952041657517008520778783688578505013609298368823419850427052819390669682554088037959163071682636484589769457586
329,50329,2,6,106,0,109,0,330528009021378906142073027516568430014344956333707179069486511632569442149906086996097225480909431636497770809581962788864,22846049912492801084390447912735802809337390150178340411363031563179688091625404017268538336583088935244736326688856734048353466939681821800855620586408784166912,22846049912492801084390447912735802809337390150255297463889358994351456638264280594189932465532082029732865889381077434958684131201358437955402482999116286656512
330,50330,3,172,381,111,380,99,54388560579324718329300095077558440769267553951872581533975179308929410112867013502739826761990483837252540934139067146158594741843065092497462347896746524156726683668705317253578494478336,45737260758521540181335424904878700549234836809972163636606925031590230710012506074216636919116856703398407616288579038649204120242835667908823858796659442954509656675650303365125303095228,45737260758521540181335424904878700549183690082104859240971464088010268916318628890701864929297810152205794387206200440068944004094101171088869200552952784747560434813755535013892136028092
331,50331,1,175,347,31,345,23,137059117780346181699209992772801905537328345756978377458501886294107265662382063590427763824313685924187940618657786935229617896544143576950443657443553580483263234333411196772149411446795,138044773809939155648876844035009185335072234659277275239092652605511994898934205487698166075888887097155041171929774594518093469009086674274702104989567492645886978366903585760487342849850,138044773809812522483322614513570208044303781956936332310604103411698841963513026308964255071058569427177309582226789350848228488694726182544939189202432790913404211490645507319034510832954
332,50332,3,136,387,103,389,83,78320814826417273951337494377783946345398193808240054585663770644578821864980002898011074022819278834451813779416142203042103095795906090775179371546918966964773706321284221188946695554082,91267941726418423600902064759609945296493876894795590449804720251927629309735319692789860938622096912034120953502744466437154667303586190545706418841469636047242154626383818693161940155050,21650622861611493758249748987151510258015106986105190266578055857534020443490535896021078393262068511896790359172915044550962110496388815979032020237833727793880028908896141663675434400426
333,50333,1,165,345,21,348,21,31124721156471300440418084189302634983884989107043717579784208847226847549367091009384152190362124466548793032004470428400063871015738460648538043077106671479295306993440967994473667720596,33245135529409350439172479713697646645839900739600069572844899593592443308277579746258995601393940164143364795575728494530563538894802684071168186797845782155871991978707042621721172325782,33245135529409350439172479713697646645839906983097170204829362356786902894610191252629275395304871628259633682536909450787788549127800120545921538882005160603612560958563240787321726776726
334,50334,5,119,74,122,64,95,104498217413291263367404768561434517881529797132100303221926561556460412927464036145612764936724458383459069263223152329236838673907424076857253781197521840651784233989939486546278404325888,104462095878364904140479311646533749335194602140789483001088175405116915675908762191842706351403152971363384598134356092632195970506884678151407450738859914044287031967898647661471615418368,104462095878332998518689281161641660712671490913599815143427901325018764453745321242673619337702070060712543883909114557976435542035802543303213331243066397320651707318466023614310663585792
335,50335,2,181,358,95,358,69,10075157433083433364505219210269651715216800448554039553280597450313220864386883334170329599071591028918584498501430253469095332724968702389943408535678186990001047608803174401089004468417,131967204776097944133613370428232643691435618963978618609795147533266669595125715639752638536954126029481438179876981291146430254501497041827888296786705319255835692265254666730220430375608,131967204759888898942730959846931387109895044734502462136729745851339722797897776651043555075823346171415867696894610518085325553627080873726959458867521801093152531232071421978142155028665
336,50336,2,186,354,87,351,68,104468588846692262937065382158964491189573981866909403310172856853385183427962990413462656545749466048398917910854045492987907824712522504692538514872922105295944610475411190001327274995719,103788267370906208895113448236799927718890593212584232252931043006879564468398165386923444550817490573843180089760455749024847218550480439800776319217010622524116960657855394323192403172771,103788267370906208895113448236799920805438482607684225568355447217977223750019822068649133275651734452543909379366609150545209901520435918530256317781165207968026553432257077452759738850723
337,50337,5,140,80,137,85,106,44399817981970458814092485004355860223244036114084984384029410878019494125205345801413103324650143468808472615028218911614366607825950160415960328224155861110965357998519690696099162832,1693003111902725274062364555213787064713356063957924209583401667295345906616716361300180581576942346895536214648802152958992253306928604054609460796181092320675649605669373511418249352,1693003111902725274119950651783940003986695081056542556097124295358916139691828316907824580885721850461985638295144076192322570931485885009749901269190817561380725225140741631959892104
338,50338,1,116,418,10,414,8,63090695338936812800962377657595708053556770688160527136289991970921916061123841998371277884768430668376659932177887563396360422925741448018242059070372555330025291359884684074979455926272,72874254540218150677413195971433872023741783964802559593828735215633422151252233857424841294952748715768215968579678192127321352369955590025660821680668449379570687919482035673269113573329,72874254540218150677413195971433872023741783574583990804330399460356975849586579378822402242860713336528651714517139023056957609066805634860852673968038879575778135280828295580466725375953
339,50339,1,154,354,20,352,18,69687441725196736700901864080306763173483992812632709702968306599791479979322012044933213256946558380280342130884791593255808730260174774209559975356848164898765303130045350027094947529740,73794061571549300155311187593817504398317658500878459400029327647827812136383952040485047405819195833717808455456324941265383799877858552931740327645104600016174685549856696861154073589036,73794061571549300155311187537581081966527703715746728053954554411956598236414006519514561172729306275607552348843117291331510864392600278610792774351292300169724745160964164549419633685804
340,50340,5,123,74,100,80,85,69617414433338260606455119455852493417741816672983574039504985735664368458408265429200587858456177480518547363005842068126178806179913878590346486953341944621658236269207073134629611379736,68052057356275526475741272551575282682000166448948596973307540648194834382772785565381015535188674970742238695996133981311064966190500439186859014932392076889447164981975946810932330521,8770216929655391507427771831705090883721929199227374217973645311236506066804011864411659866135914236314087371866105713529936898685616172419049269429911429736383614949407313346886878887961
341,50341,2,155,374,70,374,58,29083523445507421140693398090338966409261247584108054580730973114962866819302935276933096096637496315351206304640863464357968860839451297702561469311651286101717487540230554042817122242818,116096668697482902125075665686561446884635550925986780130192371607614939142562398762347478538130093010985873695197178890984133786573685468232563339346272949022790287606916465231742446671225,116096668697482902125075665686561446884635151342172339683186798086154154254032143820309257490196543957711052983124590941770280915055949684304342535131611154197856347155548655322659326072185
342,50342,4,6,609,0,605,0,30986999922269710939847831751579285342481135973828555440048641717918446308281823007829067858712148840751290882289223860224,139234637988958594318883410818490335834505376953517234128798485743668200142589041124481068567255840485681396064742480098572403611194178977523203117056069360636365096072401919941201327292415,139234637988958594318883410818490335834505376953517234128798485743337672138492913725661121964929106585155415054749079084586239551355416460206947819548742286509616309680890416602919418724351
343,50343,1,3,611,0,608,0,2361183311803568881664,113128143366028857884092771290023397872181500660400459810051071128017046819585554321001610752017236236461419685274063304265695432835788404557844816539984652883256729023223193529095856062463,113128143366028857884092769490457880054902947145966485038804401475010983577377881310106476459595367361199410478525524787681497604237467963448787517224049597459622566424108427133588136263679
344,50344,3,145,395,114,397,80,101978494620819343331812333303622846265868429838505121176850929187456067389176205860993731200328651248948289243561031513312065074120070256803610325499733404744716735875204806604885123584,139126285837917440987324398884685256741804643313506296209520523867234434134912973251285724714844916250996429840180069450462447892156008134244043304564870631590714654043078741325263948178655,139117787630032372713744904784607856020457770024479476654211836675982366988748512885900897699360800314542492477157881803594237391301973710778041627445985895763118676597681246269827044041951
345,50345,3,104,435,76,439,55,16014897675059178387706645390367572889194732143659830013335062379681671239261307710842099335955693676280929792170221534408256733961969454595542330557456019989925447894280994469012009132060,124504973567670695210826438931292155453873645472270361915249213505172846490599159636161763782811510204934746687890206352404220617282922204534173646914381891112106303125334281973096818026919,124504973891851599029654013822103572608719354743259190318303783508603074604104093888855648118807757350320707399176037108295999469373404151782728804674959955276697691959967612613505711483303
346,50346,5,113,75,102,69,80,1088584238548856110141276722332413935676853375028762455084397822535537655770886458688931003364554696636490315483378915062317776548922434274864714869172329018700118736891434406269320036411,6526889484097332453075620722065378621779301626532193060784751002092645664325944499728613525793359174672965775846757799819260051951917758495030140105352704257031508503858232567611916025868,6526889225765674722447396986551705467178198335141100918856742243762676636176653927813153532198777303317573837622661762840579725045523401258008012788245797440453373053891552574614864134156
347,50347,1,183,347,23,347,18,78253836669521743169036717083471200187486244681964751328977548070770749187410247134945052491364431948228281140806308576986921656889312874825203449018185599548737232832153643186218485162352,89139888914002570663896814854723644876898609780278292018557710603945441149493960711769953979293022217018662403289119276888244589045919284578831254424396373553348267914460158390759923662276,89139889173347293718958414072976575134286581919412994489167668596689110138896531907706075489855727232843320525457500493333843061871019318952872578679967231244470154078409805713868882984388
348,50348,5,131,78,132,74,110,12763910844573290631462744378401918440973036193397916383246861761738198744820094798792972707281081547298463537266434599909202518714653606239762639906228692169837434678024990274676116544,8813571068349606324628466130794391108281049035257604238385267289035663791766864663433515522778640340930650535367909730269355124402770414289088817199488981705351019424208131028517178464,8813571068303245083220717787841563836053506080201462992069885285914890950585359894979899091773353297335708518181775623699189394415180419723564881146931446951729326157295986666297674816
349,50349,5,105,63,90,67,70,56567265193150246525251189311806622755685470057442604828251072215622187816291611312357980782702103661155806719737702669895639478821302067112581377129130470973487531619035651661786872022147,2177670116598994836009729858576481605501734985852809086736405290968062540379503547145536581224098869354081465440672549892729671587814232851964817033802168359880904338728885956440414487297,2313641442760079484199218404937277814626048730404638958740403284251730619344016111609978139218650901082726571135653981274513083402400701619176681794228656896061953091167356109388100174593
350,50350,5,49,44,27,35,25,12737516052247611345655899148885430597382204383111456406047592504862009443336653489838872003050552277951484265269330585384818993434843724514200714016179649072648247434119479296,4212346276701883164839776574869211543438912562200837105562718492961234587842766096513624106462789233243937004855913028124619384906489574363730163452512761420141880878817083392,4204617201655848647828598455170192016485007060740925294375073462731499764568814504514274664617223503828145174559453131218487791195308575253698494270004503026991511453883695104
351,50351,1,19,580,1,565,0,39159743166282054621881267815834295015575119587531680589065013528696372097992511727616902778081293045090616072835605388257234884472718590416408001297595258463721618802566387745295174729728,58739610275726478804857807016454038284610117898805011453206335825993539497609583292587047675502811424025256447886857469378816854820185590671232404867849591847266103730604076553839126773755,58739543883477376648585229265693312696928429207280245135697375807314132295367961390105330090270323006302145313714376545401730402307798087223987792724951367049969034009754479691850595172347
352,50352,4,148,406,134,408,104,6210065412013646488483084879671090335341479829832438851486906052619381007725958744922450528916710000070430615815164105660872979143777267781080239381908815712864367872576280100755838078528,135743202030497648306567332417188181677055866263052385152439145535042279725293386219009739065500495406709355897768990121867907161464746636312914243367996324316999333528583660085613100738860,135743202030497648306582045664861855746506209848235555490144443550829954391094239162376888920356837130602836485463166243735360011813148345011050959995881525379101400022818262784045533575476
353,50353,1,49,524,1,515,1,1121763441842077512345496084909954674974917260327683237211407431690906650270021305161485210486089299822148018909040395653622152824309251663150387349463108580650325940720098845514145398832,136158087457016573184252905604850147974214944404556348803184980325322212366387850926775738836324219382082288703636307938089816546855889939818825057589247189247612031936167293789646081191815,136158087457016573184252444916077586750905344605413161395200915271125003905657366501042062722605233100050548705208208526967052482478192308401409063587132152632245505495692046996678320287623
354,50354,3,127,401,93,391,77,51122035370171705156458133232701662484951528041432450931746696251046335797734675979282093204946053933534381017144268380116211420327798251111966818172004866785605098748131165854859535878,139192915644739938245077201402931595413903610627837252805760128573262648609460459214456050179160524249673853371395605719075879359095277740428976072898473890091518164694045268060265367439045,139124929981659392056444703768106598817950622809196785268032845270444520522561474697850835333367981975402220425719699704146306588393502282986257094542515350444700394186385810346793413871301
355,50355,1,95,441,10,441,7,70365698663627204006401877130728967854898347990488304878702733601376354180470402075156231685149783160583067430588690882776912745514977055011018284556630546473876698840289329395642442907907,33286137911027591260912845385804182381314710470208455429810858813742701659656090821623352477335238498590177519059850389214146633014276125145451938065040540359030667776989607813343616777535,33286137894818546069971466641615102571579042166663186909138837878980792694918099482883413059933818609710414989027489839601189711620188639998439010908909167301739001597389185728171956845887
356,50356,4,87,451,79,451,52,543885328957937295470206439820827744468888883740652736544086127306592742182271490605079861604732200022411742705177860315815635067202746826580214448726502296584556445708297694556293447680,134067727181260773832497672048870337863582617780686801482749671478924188808153776479847585812795291056886731822382425913983633207831018250867700302154288540897640090749578510744213006359551,134067727181268688405344811618905963671415065631294758034863293363593975428161743013964104769733655929067770933902719938950605617095846769418019968919295853863783887792160574475452840452095
357,50357,2,6,106,0,105,0,241533613184234361028568615470318269875700191330412376202970732443473523643822557643478107390733080493179337664688710240500160694145221741380132903442742310008484247109632,17395832047140792189112767599161607076230532012778499353115970972616918896654926417146996463314212644847875257968258905228768198150560582242142557130311088445368661923504687506433060632576,17361839215600519094796633953942249084081438053243969310031206547772093068823831873611690063169237970565066340881139129163786017072950808978820347851670026854844256722171222340415030032384
358,50358,5,70,50,47,51,47,4249103942572783108237737506879246237693714596176808660779744203869171325423654113678325985330775780435459282782576919012477839285635204190896902321169634396652049998519297728627966720,3187346646393087166533685271704799052452641973685521240902579692766714545545564307914786257258178428739383419671457926968145043772742419280408585262064211927446356842685775248533586688,3187346646393087173904705632684372006049428264678233918474691451392574757217842238082020949430344155470099679784072707322575463754703053850273008367386072537917908115015259708786311936
359,50359,2,165,370,64,369,57,426040165054937723014841058670838914664488932903210968477650496840637542926866650543207002643256013157555018183046330756399806294546201270632101796489510018248819842217432318496286495232,101201785244624151155412674770217142124694959259145467824550370503391983195791854159541290976630853372202931088742035530527721549422283583810340737237423195059280508893415749781721761895118,136010444741863798768999146720525139885239782769841506475073879365320857535382728519400884475661226283707296573467534363957889135436029306649723176689376001659219010584886785509876306989774
360,50360,2,6,104,0,96,0,796706989225150648034382309828702940994389676590547884799166207300605339791278364108743753397843928503333994229369751523019869006479060859114279968149881027915746906253089834990043424,69630925256512323221371670488328624387878648051578335964600807151571635521759894831712893506155020558265669756068958564303353585213042147973976774356877060139676399826764171972386513493295,69630900359418909935384435332437523949097354831736971659269118730593153936996337242543346169144038212735981161841188437377200769162207852964862781638540405108112111140955090810461145275693
361,50361,1,180,341,28,340,23,38955788793281697569763897079354455889005490426996246796149128005995752748587474576510794696746396115809800876761547361140308594827307141383864740846609126465793804486624808450297030344716,26743823536230232441465912913678152855512125326529532752271792953064774369866646097340531514995194631445996525588725815327715935177668901579581037870833287416089869032872550030582090382953,26743823536230232441465912913678152855512125326529532752271792953064774369866646390908354361724348117631071124255854237288034548717652739990952479396961426742184916075914112427513997770345
